"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"Electrical Contractor","31482","TARRANT","ELITE ELECTRIC NTX","549 FOXCRAFT DR",,"FORT WORTH TX 76131-4273","6829709449","01/29/2027","ELITE ELECTRIC NTX","4916 MCCOY DR",,"FORT WORTH TX 76179-4619","TARRANT","6829709449","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","31361","KAUFMAN","ABDO ELECTRIC","1631 ZAGOTA CROSSING RD",,"TERRELL TX 75161","9729777714","08/22/2026","ABDO ELECTRIC","1254 BLUE BROOK DR",,"ROCKWALL TX 75087-6118","KAUFMAN","9729777714","EC","N","POINT (-96.27483 32.73797)"
"Electrical Contractor","36278","KAUFMAN","HIX ELECTRIC LLC","329 BOWIE ST",,"FORNEY TX 75126-9095","2147187584","07/31/2026","HIX ELECTRIC LLC","329 BOWIE ST",,"FORNEY TX 75126-9095","KAUFMAN","2147187584","EC","N","POINT (-96.47047 32.74904)"
"Electrical Contractor","37677","TARRANT","SOLAR BROS ELECTRIC, LLC","6707 BRENTWOOD STAIR RD","SUITE 120","FORT WORTH TX 76112","9723227233","12/14/2026","SOLAR BROS ELECTRIC, LLC","PO BOX 740064",,"DALLAS TX 75374-0064","TARRANT","9723227233","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","33766","ELLIS","SG ELECTRIC LLC","2615 SUNSET STRIP CT",,"GLENN HEIGHTS TX 75154-6131","8176594446","07/19/2026","SG ELECTRIC LLC","2615 SUNSET STRIP CT",,"GLENN HEIGHTS TX 75154","ELLIS","8176594446","EC","N","POINT (-96.85679 32.55265)"
"Electrical Contractor","27719","DALLAS","MG BATTERY ELECTRIC CORP","9113 BRIARCREST DR",,"ROWLETT TX 75089-8612","2147625150","01/19/2027","MG BATTERY ELECTRIC CORP","PO BOX 983",,"ROCKWALL TX 75087-0983","DALLAS","2147625150","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","35375","DALLAS","GO SOLAR POWER LLC","15305 DALLAS PARKWAY SUITE 400",,"ADDISON TX 75001","5615088451","11/20/2026","GO SOLAR POWER LLC","580 VILLAGE BLVD STE 150",,"WEST PALM BEACH FL 33409-1951","DALLAS","5615088451","EC","N","POINT (-87.99345 41.93405)"
"Electrical Contractor","24456","KAUFMAN","BMW ELECTRIC","1286 CHRISTIE LANE",,"TERRELL TX 75161","2145386390","10/04/2026","BMW ELECTRIC","1286 CHRISTIE LN",,"TERRELL TX 75161-7808","KAUFMAN","2145386390","EC","N","POINT (-96.27483 32.73797)"
"Electrical Contractor","34785","DALLAS","W3 ELECTRIC LLC","3101 MAIN ST",,"ROWLETT TX 75088","9727930733","10/07/2026","W3 ELECTRIC LLC","3101 MAIN ST",,"ROWLETT TX 75088-4981","DALLAS","9727930733","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","33471","TARRANT","SUTTLE ELECTRIC LLC","608 VALLEY MILLS DR",,"ARLINGTON TX 76018-4698","8177934249","02/17/2027","SUTTLE ELECTRIC LLC","608 VALLEY MILLS DR",,"ARLINGTON TX 76018-2290","TARRANT","8177934249","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","41256","DALLAS","CASTLE ELECTRIC LLC","10228 BROCKBANK DR",,"DALLAS TX 75229-5851","4699965045","03/20/2027","CASTLE ELECTRIC LLC","10228 BROCKBANK DR",,"DALLAS TX 75229-5851","DALLAS","4699965045","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","38355","WISE","CONTROL SPECIALIST SERVICES, LP","PO BOX 1479",,"DECATUR TX 76234-6146","9406261415","08/10/2026","CONTROL SPECIALIST SERVICES, LP","PO BOX 1479",,"DECATUR TX 76234-6146","WISE","9406261415","EC","N","POINT (-84.29658 33.77437)"
"Electrical Contractor","40118","TARRANT","MECHANICAL SOLUTIONS GROUP LLC","STE 2E","5796 E STATE HIGHWAY 114","HASLET TX 76052-2080","6823000335","03/31/2027","MECHANICAL SOLUTIONS GROUP LLC","STE 5C","5796 E STATE HIGHWAY 114","HASLET TX 76052-2110","TARRANT","6823000335","EC","N","POINT (-84.40843 42.74907)"
"Electrical Contractor","28594","DALLAS","BFB ELECTRICAL SERVICES","605 E PALACE PKWY STE A5",,"GRAND PRAIRE TX 75050","4692317016","01/30/2027","BFB ELECTRICAL SERVICES","2017 OXFORD CIR",,"GRAND PRAIRIE TX 75051-3758","DALLAS","4692317016","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","26946","TARRANT","ARCELECTRIC LTW. LLC","3321 S JONES ST",,"FORT WORTH TX 76110","8174895900","01/27/2027","ARCELECTRIC LTW. LLC","1213 BROWNFORD DR",,"BURLESON TX 76028-6826","TARRANT","8174895900","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","39381","DALLAS","RNT EMPIRE SOLUTIONS LLC","1241 SUTTERS WAY",,"MESQUITE TX 75181-1087","4694764283","08/21/2026","RNT EMPIRE SOLUTIONS LLC","1241 SUTTERS WAY",,"MESQUITE TX 75181-1087","DALLAS","4694764283","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","27298","TARRANT","CREST ELECTRICAL SOLUTIONS LLC","2751 E LAMAR BOULEVARD",,"ARLINGTON TX 76011-3120","8177950858","05/21/2027","CREST ELECTRICAL SOLUTIONS LLC","2751 E LAMAR BLVD",,"ARLINGTON TX 76011-4595","TARRANT","8177950858","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","28512","DALLAS","ATOM ELECTRIC","9523 REDONDO",,"DALLAS TX 75218","2147141729","09/30/2026","ATOM ELECTRIC","PO BOX 181688",,"DALLAS TX 75218-8688","DALLAS","2147141729","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","33935","PARKER","COPPERHEAD ELECTRIC","4676 AZLE HWY",,"WEATHERFORD TX 76085-8436","9704566739","10/08/2026","COPPERHEAD ELECTRIC","4676 AZLE HWY",,"WEATHERFORD TX 76085-8436","PARKER","9704566739","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","37486","DENTON","CURRENT ELECTRICAL SYSTEMS LLC.","1721 CREEKWAY DR",,"LEWISVILLE TX 75067","2145848701","12/06/2025","CURRENT ELECTRICAL SYSTEMS LLC.","1721 CREEKWAY DR",,"LEWISVILLE TX 75067-6003","DENTON","2145848701","EC","N","POINT (-96.99573 33.04722)"
"Electrical Contractor","40620","DALLAS","SOUTHLAND INDUSTRIES","1728 BRIERCROFT CT",,"CARROLLTON TX 75006-6400","7149015800","08/21/2027","SOUTHLAND INDUSTRIES","12131 WESTERN AVE",,"GARDEN GROVE CA 92841-2914","DALLAS","7149015800","EC","N","POINT (-96.89023 32.97555)"
"Electrical Contractor","25532","TARRANT","WOODBRIDGE INDUSTRIES INC","2241 HANDLEY EDERVILLE RD",,"FT WORTH TX 76118-7107","8178215615","12/23/2026","WOODBRIDGE INDUSTRIES INC","PO BOX 185213",,"FT WORTH TX 76181-0213","TARRANT","8178215615","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","40667","DALLAS","ENERGIZERSUNNY LLC","1910 PACIFIC AVE STE 14140",,"DALLAS TX 75201-4913","4696505374","09/05/2026","ENERGIZERSUNNY LLC","200 GORGEOUS RD",,"PROSPER TX 75078-0089","DALLAS","4696505374","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","41274","DALLAS","AMERICAN ASSOCS GROUP ELECTRICAL CONTR","14330 MIDWAY RD STE 101",,"DALLAS TX 75244-3513","2147555801","03/25/2027","AMERICAN ASSOCS GROUP ELECTRICAL CONTR","14330 MIDWAY RD STE 101",,"DALLAS TX 75244-3513","DALLAS","2147555801","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","24968","TARRANT","JIMMY SANCHEZ ELECTRICAL","1910 GREEN APPLE LANE",,"ARLINGTON TX 76014","8179922399","01/31/2027","JIMMY SANCHEZ ELECTRICAL","1910 GREEN APPLE LN",,"ARLINGTON TX 76014-1632","TARRANT","8179922399","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","34480","ELLIS","AMPED UP ELECTRIC","206 S HENRIETTA ST",,"FERRIS TX 75125","2145003224","05/26/2027","AMPED UP ELECTRIC","206 S HENRIETTA ST",,"FERRIS TX 75125-2716","ELLIS","2145003224","EC","N","POINT (-96.6598 32.5321)"
"Electrical Contractor","41183","DALLAS","ARROW ELECTRIC SERVICE INCORPORATED","2903 NATIONAL DR",,"GARLAND TX 75041-2338","9729267007","03/03/2027","ARROW ELECTRIC SERVICE INCORPORATED","2903 NATIONAL DR",,"GARLAND TX 75041-2338","DALLAS","9729267007","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","39917","DENTON","SETH LYNCH ELECTRIC COMPANY LLC","979 STONECREST RD","# 7B","ARGYLE TX 76226","9409238856","02/12/2027","SETH LYNCH ELECTRIC COMPANY LLC","108 LAKEVIEW CIR",,"PILOT POINT TX 76258-1538","DENTON","9409238856","EC","N","POINT (-97.18531 33.12179)"
"Electrical Contractor","39688","DALLAS","RICHESON ELECTRIC CO INC","5211 BOYD BLVD STE B",,"ROWLETT TX 75088","2146079500","12/09/2026","RICHESON ELECTRIC CO INC","PO BOX 1300",,"ROWLETT TX 75030-1300","DALLAS","2146079500","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","41349","HUNT","REY-DIANT ELECTRIC LLC","2684 COUNTY ROAD 2704",,"CADDO MILLS TX 75135","4698342690","04/14/2027","REY-DIANT ELECTRIC LLC","4800 HALL WAY",,"CADDO MILLS TX 75135-1217","HUNT","4698342690","EC","N","POINT (-96.22692 33.06559)"
"Electrical Contractor","39567","PARKER","SMARTIFY ELECTRIC SOLUTIONS","7962 FM 920",,"POOLVILLE TX 76487-2920","4694275491","10/02/2026","SMARTIFY ELECTRIC SOLUTIONS","7962 FM 920",,"POOLVILLE TX 76487-2920","PARKER","4694275491","EC","N","POINT (-97.85926 32.96954)"
"Electrical Contractor","25609","TARRANT","POWERHOUSE COMMERCIAL SERVICES LLC","2509 WEAVER STREET SUITE G",,"HALTOM CITY TX 76117","2544330810","10/28/2026","POWERHOUSE COMMERCIAL SERVICES LLC","3302 WESTGROVE DR",,"ARLINGTON TX 76001-5204","TARRANT","2544330810","EC","N","POINT (-97.27463 32.80963)"
"Electrical Contractor","35783","DALLAS","AGAELECTRIC LLC","3110 WALINGFORD DR",,"GRAND PRAIRIE TX 75052","2148090765","03/04/2027","AGAELECTRIC LLC","3110 WALINGFORD DR",,"GRAND PRAIRIE TX 75052-6084","DALLAS","2148090765","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","28014","DALLAS","TRIPLE Z ELECTRIC","3106 RUDER STREET",,"DALLAS TX 75212-3419","4694715129","04/24/2027","TRIPLE Z ELECTRIC","3106 RUDER ST",,"DALLAS TX 75212-3008","DALLAS","4694715129","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","40726","ELLIS","RH3 ELECTRICAL LLC","840 E FM 813",,"PALMER TX 75152","9728009867","09/26/2026","RH3 ELECTRICAL LLC","840 E FM 813",,"PALMER TX 75152-6044","ELLIS","9728009867","EC","N","POINT (-72.32654 42.15773)"
"Electrical Contractor","38673","DENTON","AFTERMATH ELECTRIC LLC","1304 BLACK OAK DR",,"DENTON TX 76209-4903","9403044624","11/15/2026","AFTERMATH ELECTRIC LLC","1304 BLACK OAK DR",,"DENTON TX 76209-1607","DENTON","9403044624","EC","N","POINT (-97.13163 33.21659)"
"Electrical Contractor","28363","DALLAS","BF ELECTRICAL SERVICE","810 VIA BRAVO",,"MESQUITE TX 75150-3020","2145567259","11/12/2026","BF ELECTRICAL SERVICE","810 VIA BRAVO",,"MESQUITE TX 75150-3020","DALLAS","2145567259","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","41479","JOHNSON","LONESTAR ROCK SPAS LLC","909 AZALEA CT",,"BURLESON TX 76028-7087","8174568127","05/19/2027","LONESTAR ROCK SPAS LLC","909 AZALEA CT",,"BURLESON TX 76028-7087","JOHNSON","8174568127","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","25230","TARRANT","URIBE ELECTRIC","2804 YORKHILL DR",,"ARLINGTON TX 76001","8177818958","02/25/2027","URIBE ELECTRIC","2804 YORKHILL DR",,"ARLINGTON TX 76001-6930","TARRANT","8177818958","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","41295","DALLAS","NGUYEN MEP LLC","4202 SOUTHCREST RD",,"DALLAS TX 75229-6356","4694412227","03/31/2027","NGUYEN MEP LLC","4202 SOUTHCREST RD",,"DALLAS TX 75229-6356","DALLAS","4694412227","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","25673","PARKER","FW ELECTRIC LLC","2399 N FM 51","#109","WEATHERFORD TX 76085","8175996505","09/04/2026","FW ELECTRIC LLC","PO BOX 2365",,"WEATHERFORD TX 76086-7365","PARKER","8175996505","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","41162","DALLAS","JMAN ELECTRIC LLC","3832 WINDING FOREST DR",,"GRAND PRAIRIE TX 75052-6683","9726740225","02/23/2027","JMAN ELECTRIC LLC","3832 WINDING FOREST DR",,"GRAND PRAIRIE TX 75052-6683","DALLAS","9726740225","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","39818","JOHNSON","OK2 CONSTRUCTION LLC","6509 ROYAL PERTH DR",,"CLEBURNE TX 76033-8999","8177607175","01/13/2027","OK2 CONSTRUCTION LLC","616 NATCHEZ CT",,"HURST TX 76054-1905","JOHNSON","8177607175","EC","N","POINT (-97.38774 32.35089)"
"Electrical Contractor","35164","ROCKWALL","FORTRESS FACILITIES D & C LLC","252 HARKER TRAIL",,"ROCKWALL TX 75087","7039961411","03/27/2027","FORTRESS FACILITIES D & C LLC","43676 TRADE CENTER PL STE 125",,"STERLING VA 20166-4412","ROCKWALL","7039961411","EC","N","POINT (-96.46058 32.93104)"
"Electrical Contractor","34382","DENTON","TEXAS ELITE RESTORATION SERVICES LLC","2114 ARBOR CREEK DR",,"CARROLLTON TX 75010-4065","9727431153","07/22/2026","TEXAS ELITE RESTORATION SERVICES LLC","PO BOX 118074",,"CARROLLTON TX 75011-8074","DENTON","9727431153","EC","N","POINT (-96.89023 32.97555)"
"Electrical Contractor","33622","TARRANT","TET TITAN ELECTRIC TEXAS LLC","805 AVENUE H E STE 508",,"ARLINGTON TX 76011-7702","4698580691","05/15/2027","TET TITAN ELECTRIC TEXAS LLC","805 AVENUE H E STE 508",,"ARLINGTON TX 76011-7702","TARRANT","4698580691","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","37095","ELLIS","JUSTIN STROOPE DBA CANNON ELECTRIC","1800 BOYCE ROAD",,"WAXAHACHIE TX 75165","4693831673","08/11/2026","JUSTIN STROOPE DBA CANNON ELECTRIC","1800 BOYCE RD",,"WAXAHACHIE TX 75165-9148","ELLIS","4693831673","EC","N","POINT (-96.84842 32.38612)"
"Electrical Contractor","31433","DENTON","NORTH DALLAS ELECTRICAL CONTRACTORS LLC","1012 W ELDORADO PKWY #286",,"LITTLE ELM TX 75068-9411","2145310220","08/15/2026","NORTH DALLAS ELECTRICAL CONTRACTORS LLC","PO BOX 286",,"LITTLE ELM TX 75068-0286","DENTON","2145310220","EC","N","POINT (-96.9387 33.15985)"
"Electrical Contractor","40446","DALLAS","TMT ELECTRIC LLC","3533 HILTON DR",,"MESQUITE TX 75150","9453087304","07/07/2027","TMT ELECTRIC LLC","3533 HILTON DR",,"MESQUITE TX 75150-2126","DALLAS","9453087304","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","38221","DENTON","DELALUZ ELECTRIC LLC","6609 EDWARDS RD",,"DENTON TX 76208-6994","2149725706","06/16/2027","DELALUZ ELECTRIC LLC","6609 EDWARDS RD",,"DENTON TX 76208-6994","DENTON","2149725706","EC","N","POINT (-97.13163 33.21659)"
"Electrical Contractor","38546","ELLIS","SOLAR PLUS LLC","3811 WISTERIA TRL",,"MIDLOTHIAN TX 76065-4588","8179322346","09/29/2026","SOLAR PLUS LLC","3811 WISTERIA TRL",,"MIDLOTHIAN TX 76065-4588","ELLIS","8179322346","EC","N","POINT (-77.65149 37.50359)"
"Electrical Contractor","32016","COLLIN","ATLANTA ELECTRICAL EXPERTS INC","STE 116 119","906 WEST MCDERMOTT DRIVE","ALLEN TX 75013-5861","4695154140","09/12/2026","ATLANTA ELECTRICAL EXPERTS INC","906 W MCDERMOTT DR STE 116",,"ALLEN TX 75013-5426","COLLIN","4695154140","EC","N","POINT (-96.67449 33.10162)"
"Electrical Contractor","41017","TARRANT","TLC SERVICES ENTERPRISES LLC","535 S NOLEN DRIVE SUITE 100",,"SOUTHLAKE TX 76092","8174242684","01/08/2027","TLC SERVICES ENTERPRISES LLC","535 S NOLEN DR STE 100",,"SOUTHLAKE TX 76092-9194","TARRANT","8174242684","EC","N","POINT (-97.13121 32.94256)"
"Electrical Contractor","37792","ELLIS","ELECTRICAL SPECIALTIES","152 RALSTON LAKE RD",,"MIDLOTHIAN TX 76065-7001","2146738097","01/31/2027","ELECTRICAL SPECIALTIES","152 RALSTON LAKE RD",,"MIDLOTHIAN TX 76065-7001","ELLIS","2146738097","EC","N","POINT (-77.65149 37.50359)"
"Electrical Contractor","31092","TARRANT","SOLID GROUND ELECTRIC INC.","6130 GRAUTON DR",,"MANSFIELD TX 76063-5244","8176149913","07/23/2026","SOLID GROUND ELECTRIC INC.","6130 GRAUTON DR",,"MANSFIELD TX 76063-5244","TARRANT","8176149913","EC","N","POINT (-97.14185 32.56517)"
"Electrical Contractor","39784","TARRANT","FRAZIER FAMILY VENTURES, LLC","1813 RUTH ST",,"ARLINGTON TX 76010-2111","9402332034","12/19/2025","FRAZIER FAMILY VENTURES, LLC","1813 RUTH ST",,"ARLINGTON TX 76010-2111","TARRANT","9402332034","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","30334","HUNT","COPPER CREEK ELECTRIC LLC","4844 SHELLEY LN",,"CADDO MILLS TX 75135-7459","2148037880","05/01/2027","COPPER CREEK ELECTRIC LLC","4844 SHELLEY LN",,"CADDO MILLS TX 75135-7459","HUNT","2148037880","EC","N","POINT (-96.22692 33.06559)"
"Electrical Contractor","35792","PARKER","GRISSOM ELECTRIC LLC","171 GRAYSTONE DR",,"WEATHERFORD TX 76088","8179442053","03/17/2027","GRISSOM ELECTRIC LLC","171 GRAYSTONE DR",,"WEATHERFORD TX 76088-7336","PARKER","8179442053","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","41443","TARRANT","BXB SERVICES LLC","7812 CLOVER LEAF DR",,"NORTH RICHLAND HILLS TX 76182-","8173083825","05/07/2027","BXB SERVICES LLC","7812 CLOVER LEAF DR",,"NORTH RICHLAND HILLS TX 76182-","TARRANT","8173083825","EC","N","POINT (-97.22687 32.83863)"
"Electrical Contractor","25914","TARRANT","ASAP ELECTRIC SERVICE","4201 I STANLEY KELLER RD",,"HALTOM CITY TX 76117-4416","8178329535","12/16/2026","ASAP ELECTRIC SERVICE","PO BOX 14416",,"HALTOM CITY TX 76117-0416","TARRANT","8178329535","EC","N","POINT (-97.27463 32.80963)"
"Electrical Contractor","37602","COLLIN","HUMM ENERGY LLC","7300 STATE HIGHWAY 121","SUITE 300","MCKINNEY TX 75070","2145199750","10/26/2026","HUMM ENERGY LLC","6204 SOUTHWIND LN",,"MCKINNEY TX 75070-4873","COLLIN","2145199750","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","26076","DENTON","WHITWORTH ELECTRIC","10000 POLLARD RD",,"SANGER TX 76266","9404584379","10/05/2026","WHITWORTH ELECTRIC","10000 POLLARD RD",,"SANGER TX 76266-1958","DENTON","9404584379","EC","N","POINT (-97.17174 33.36229)"
"Electrical Contractor","28396","DALLAS","JTJ MECHANICAL LLC","423 DEWITT",,"WILMER TX 75172-4261","9722252664","04/13/2027","JTJ MECHANICAL LLC","423 DEWITT ST",,"WILMER TX 75172-1233","DALLAS","9722252664","EC","N","POINT (-88.36134 30.823)"
"Electrical Contractor","38410","TARRANT","TEXAS RELIABLE UNITED SERVICE TECHS LLC","238 KENNEDY DR",,"CROWLEY TX 76036-4057","4695926616","05/08/2026","TEXAS RELIABLE UNITED SERVICE TECHS LLC","238 KENNEDY DR",,"CROWLEY TX 76036-4057","TARRANT","4695926616","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","36780","ELLIS","COSTLOW ELECTRIC LLC","1301 OVILLA RD",,"WAXAHACHIE TX 75167-9403","4698430834","01/27/2027","COSTLOW ELECTRIC LLC","1301 OVILLA RD",,"WAXAHACHIE TX 75167-9403","ELLIS","4698430834","EC","N","POINT (-96.84842 32.38612)"
"Electrical Contractor","41522","JOHNSON","AMPED ELECTRICAL SERVICES LLC","2654 STREAMSIDE DR",,"BURLESON TX 76028","8172667097","06/02/2027","AMPED ELECTRICAL SERVICES LLC","2654 STREAMSIDE DR",,"BURLESON TX 76028","JOHNSON","8172667097","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","37286","KAUFMAN","IN LIGHT ELECTRIC","607 CEDAR ST",,"FORNEY TX 75126-9439","4699544854","07/14/2026","IN LIGHT ELECTRIC","607 CEDAR ST",,"FORNEY TX 75126-9439","KAUFMAN","4699544854","EC","N","POINT (-96.47047 32.74904)"
"Electrical Contractor","38852","ELLIS","ALBA ELECTRIC, LLC","701 OLD TELICO RD",,"ENNIS TX 75119-5220","9726843350","03/10/2027","ALBA ELECTRIC, LLC","701 OLD TELICO RD",,"ENNIS TX 75119-5220","ELLIS","9726843350","EC","N","POINT (-96.6237 32.32955)"
"Electrical Contractor","36558","TARRANT","J F C G ELECTRICAL SERVICES LLC","5154 DORMAN ST",,"FORT WORTH TX 76119-5704","8178322759","10/25/2025","J F C G ELECTRICAL SERVICES LLC","5154 DORMAN ST",,"FORT WORTH TX 76119-5704","TARRANT","8178322759","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","25288","ELLIS","PJR CONSULTING","907 E OVILLA RD",,"RED OAK TX 75154","2149240038","08/25/2026","PJR CONSULTING","PO BOX 2397",,"RED OAK TX 75154-1576","ELLIS","2149240038","EC","N","POINT (-96.80095 32.51636)"
"Electrical Contractor","37311","DALLAS","JE DAR SERVICE COMPANY","1326 E ANN ARBOR AVE",,"DALLAS TX 75216-6202","2146216217","07/19/2027","JE DAR SERVICE COMPANY","1326 E ANN ARBOR AVE",,"DALLAS TX 75216-6202","DALLAS","2146216217","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","36936","DENTON","CANNON ELECTRICAL LLC","2207 TIMBERLINE DR",,"CARROLLTON TX 75007","4695695995","06/01/2027","CANNON ELECTRICAL LLC","2207 TIMBERLINE DR",,"CARROLLTON TX 75007-1633","DENTON","4695695995","EC","N","POINT (-96.89023 32.97555)"
"Electrical Contractor","32397","TARRANT","INDUSTRIAL ELECTRICIAL SOLUTIONS","1548 HUNTING GREEN DR",,"FORT WORTH TX 76134","8174706211","10/11/2025","INDUSTRIAL ELECTRICIAL SOLUTIONS","1548 HUNTING GREEN DR",,"FORT WORTH TX 76134-5544","TARRANT","8174706211","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","41215","TARRANT","SEDRA ELECTRIC SERVICES LLC","817 TAHOE LN",,"KELLER TX 76248-2848","2019939805","03/12/2027","SEDRA ELECTRIC SERVICES LLC","817 TAHOE LN",,"KELLER TX 76248-2848","TARRANT","2019939805","EC","N","POINT (-97.22646 32.93087)"
"Electrical Contractor","29933","TARRANT","SGB ELECTRIC","821 CRYSTAL LN",,"CROWLEY TX 76036-4652","8173190719","12/09/2026","SGB ELECTRIC","821 CRYSTAL LN",,"CROWLEY TX 76036-4652","TARRANT","8173190719","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","37475","TARRANT","VOLTZZ LLC","213 CHATEAU AVE",,"KENNEDALE TX 76060-2109","6822194342","09/11/2026","VOLTZZ LLC","213 CHATEAU AVE",,"KENNEDALE TX 76060-2109","TARRANT","6822194342","EC","N","POINT (-97.22476 32.64972)"
"Electrical Contractor","41230","TARRANT","WELCH ELECTRICAL SERVICES LLC","1150 BLUE MOUND RD W STE 101",,"HASLET TX 76052-3877","8178995850","03/16/2027","WELCH ELECTRICAL SERVICES LLC","1150 BLUE MOUND RD W STE 101",,"HASLET TX 76052-3877","TARRANT","8178995850","EC","N","POINT (-84.40843 42.74907)"
"Electrical Contractor","25541","TARRANT","MORTON ELECTRIC LLC","421 MEADOW PARK DRIVE",,"WHITE SETTLEMENT TX 76108-2429","8172462322","02/09/2027","MORTON ELECTRIC LLC","421 MEADOW PARK DR",,"WHITE SETTLEMENT TX 76108-2429","TARRANT","8172462322","EC","N","POINT (-97.45904 32.75826)"
"Electrical Contractor","33666","DALLAS","HWY INTELLIGENT TRAFFIC SOLUTIONS INC","1500 HIGH MEADOWS WAY",,"CEDAR HILL TX 75104-8412","4694544674","09/20/2026","HWY INTELLIGENT TRAFFIC SOLUTIONS INC","1500 HIGH MEADOWS WAY",,"CEDAR HILL TX 75104-8412","DALLAS","4694544674","EC","N","POINT (-96.95596 32.58866)"
"Electrical Contractor","34036","DALLAS","MCCARTHY BUILDING COMPANIES INC.","3400 N CENTRAL EXPRESSWAY","SUITE 500","RICHARDSON TX 75080","3149683300","12/07/2026","MCCARTHY BUILDING COMPANIES INC.","12851 MANCHESTER RD",,"SAINT LOUIS MO 63131-1802","DALLAS","3149683300","EC","N","POINT (-96.73297 32.96074)"
